"","Incident.Date","State","City.Or.County","Address","X..Killed","X..Injured","Operations","fullad","long","lat"
"342","6-Mar-16","Georgia","Roswell","890 Atlanta St",0,4,"N/A","890 Atlanta St ,  Roswell ,  Georgia","-84.3619929","34.0228347"
"343","6-Mar-16","California","Compton","900 block of West Victoria Street",1,8,"N/A","900 block of West Victoria Street ,  Compton ,  California","-118.2389731","33.867781"
"344","5-Mar-16","Kansas","Wichita","116 North Mead",0,4,"N/A","116 North Mead ,  Wichita ,  Kansas","NA","NA"
"345","4-Mar-16","Ohio","Columbus","900 E 5th Ave",1,3,"N/A","900 E 5th Ave ,  Columbus ,  Ohio","-82.9805225","39.9865015"
"346","28-Feb-16","Michigan","Detroit","8800 block of Livernois",0,5,"N/A","8800 block of Livernois ,  Detroit ,  Michigan","-83.1383732","42.359364"
"347","28-Feb-16","California","Riverside (Jurupa Valley)","5500 block of Etiwanda Avenue",1,3,"N/A","5500 block of Etiwanda Avenue ,  Riverside (Jurupa Valley) ,  California","NA","NA"
"348","27-Feb-16","Virginia","Woodbridge (Lake Ridge)","13051 Lashmere Ct",2,2,"N/A","13051 Lashmere Ct ,  Woodbridge (Lake Ridge) ,  Virginia","NA","NA"
"349","26-Feb-16","Washington","Belfair","300 block of Horseshoe Rd.",5,0,"N/A","300 block of Horseshoe Rd. ,  Belfair ,  Washington","-122.9313557","47.5041617"
"350","25-Feb-16","Kansas","Hesston","200 S Ridge Rd",4,14,"N/A","200 S Ridge Rd ,  Hesston ,  Kansas","NA","NA"
"351","23-Feb-16","Arizona","Glendale","4812 West Sunnyside Ave",5,0,"N/A","4812 West Sunnyside Ave ,  Glendale ,  Arizona","NA","NA"
"352","23-Feb-16","Florida","Daytona Beach","1042 Sheridan Road",0,4,"N/A","1042 Sheridan Road ,  Daytona Beach ,  Florida","-81.044772","29.209039"
"353","21-Feb-16","Missouri","Hazelwood","Interstate Highway 270 and North Lindbergh Boulevard",1,3,"N/A","Interstate Highway 270 and North Lindbergh Boulevard ,  Hazelwood ,  Missouri","NA","NA"
"354","21-Feb-16","Texas","Houston","5100 block of Idaho Street",0,5,"N/A","5100 block of Idaho Street ,  Houston ,  Texas","NA","NA"
"355","20-Feb-16","Florida","Tampa","2810 E. Bearss Ave",1,3,"N/A","2810 E. Bearss Ave ,  Tampa ,  Florida","-82.4281566","28.0810236"
"356","20-Feb-16","Michigan","Kalamazoo","5581 Cracker Barrel Blvd",6,2,"N/A","5581 Cracker Barrel Blvd ,  Kalamazoo ,  Michigan","-85.6747495","42.236494"
"357","20-Feb-16","Mississippi","Iuka","231 Co Rd 201",2,3,"N/A","231 Co Rd 201 ,  Iuka ,  Mississippi","-88.1405843","34.7542645"
"358","20-Feb-16","Alabama","Bessemer","200 block of Elm Street",1,3,"N/A","200 block of Elm Street ,  Bessemer ,  Alabama","-86.9760396","33.3733408"
"359","20-Feb-16","Florida","Orlando","446 S Parramore Ave",0,4,"N/A","446 S Parramore Ave ,  Orlando ,  Florida","-81.3892114","28.5366891"
"360","19-Feb-16","Missouri","Edgerton","4100 block of Buena Vista Road",4,0,"N/A","4100 block of Buena Vista Road ,  Edgerton ,  Missouri","NA","NA"
"361","19-Feb-16","California","Vallejo","509 Porter Street",1,3,"N/A","509 Porter Street ,  Vallejo ,  California","-122.2454921","38.0882818"
"362","14-Feb-16","Texas","Houston","8449 Gulf Freeway",1,3,"N/A","8449 Gulf Freeway ,  Houston ,  Texas","NA","NA"
"363","14-Feb-16","Alabama","Eutaw (Union)","Earnest Friday Road",0,5,"N/A","Earnest Friday Road ,  Eutaw (Union) ,  Alabama","-87.9097851","32.989047"
"364","13-Feb-16","Louisiana","Marrero","5425 Lapalco Boulevard",0,4,"N/A","5425 Lapalco Boulevard ,  Marrero ,  Louisiana","NA","NA"
"365","7-Feb-16","Mississippi","Pass Christian","Davis Avenue",2,4,"N/A","Davis Avenue ,  Pass Christian ,  Mississippi","-89.2446518","30.3225559"
"366","7-Feb-16","Florida","Orlando","7432 Universal Blvd",2,10,"N/A","7432 Universal Blvd ,  Orlando ,  Florida","-81.4650176","28.4552969"
"367","7-Feb-16","New York","Rochester","547 State St",1,7,"N/A","547 State St ,  Rochester ,  New York","NA","NA"
"368","7-Feb-16","Illinois","Chicago (Englewood)","6500 block of South Green Street",0,4,"N/A","6500 block of South Green Street ,  Chicago (Englewood) ,  Illinois","-87.6462721","41.7759371"
"369","6-Feb-16","California","Los Angeles","12800 block of Cook Street",1,3,"N/A","12800 block of Cook Street ,  Los Angeles ,  California","NA","NA"
"370","6-Feb-16","Florida","Apopka","10th Street",0,4,"N/A","10th Street ,  Apopka ,  Florida","-81.502032","28.665758"
"371","6-Feb-16","Florida","Tampa","8123 N Nebraska Ave",2,6,"N/A","8123 N Nebraska Ave ,  Tampa ,  Florida","-82.4510067","28.021886"
"372","3-Feb-16","District of Columbia","Washington","1500 block of Butler St. SE",0,4,"N/A","1500 block of Butler St. SE ,  Washington ,  District of Columbia","NA","NA"
"373","30-Jan-16","Arizona","Glendale","67th and Missouri Avenue",3,5,"N/A","67th and Missouri Avenue ,  Glendale ,  Arizona","NA","NA"
"374","27-Jan-16","Virginia","Chesapeake","1401 N. George Washington Hwy",6,0,"N/A","1401 N. George Washington Hwy ,  Chesapeake ,  Virginia","-76.3301928","36.7904881"
"375","26-Jan-16","Washington","Seattle","Airport Way S. and S. Atlantic St.",2,3,"N/A","Airport Way S. and S. Atlantic St. ,  Seattle ,  Washington","-122.3226381","47.5903084"
"376","25-Jan-16","California","Perris","140 S. D Street",1,4,"N/A","140 S. D Street ,  Perris ,  California","-117.2286849","33.7846868"
"377","23-Jan-16","California","Los Angeles","8105 Avalon Blvd",2,2,"N/A","8105 Avalon Blvd ,  Los Angeles ,  California","NA","NA"
"378","17-Jan-16","Virginia","Ware Neck (Gloucester Courthouse)","Ditchley Road and Gill Lane",1,3,"N/A","Ditchley Road and Gill Lane ,  Ware Neck (Gloucester Courthouse) ,  Virginia","-76.4373384","37.4000818"
"379","11-Jan-16","Delaware","Wilmington","900 block of Brown Street",1,4,"N/A","900 block of Brown Street ,  Wilmington ,  Delaware","NA","NA"
"380","8-Jan-16","District of Columbia","Washington","1700 East Capitol Street Northeast",0,4,"N/A","1700 East Capitol Street Northeast ,  Washington ,  District of Columbia","-76.9795263","38.8903247"
"381","8-Jan-16","Illinois","Chicago","1500 block of South Kedzie",1,4,"N/A","1500 block of South Kedzie ,  Chicago ,  Illinois","-87.705496","41.8609241"
"382","7-Jan-16","Tennessee","Memphis","3800 block of Kerwood Avenue",1,3,"N/A","3800 block of Kerwood Avenue ,  Memphis ,  Tennessee","-89.9362666","35.2336271"
"383","6-Jan-16","Florida","Lakeland","2312 East Magnolia Street",3,1,"N/A","2312 East Magnolia Street ,  Lakeland ,  Florida","-81.9133782","28.0505547"
