"","Incident.Date","State","City.Or.County","Address","X..Killed","X..Injured","Operations","fullad","long","lat"
"170","July 12, 2015","Illinois","River Forest","116 Lathrop Avenue",2,3,"N/A","116 Lathrop Avenue ,  River Forest ,  Illinois","-87.8149227","41.8818932"
"171","July 12, 2015","New Jersey","Jersey City","Sip and Van Wagenen avenues",0,4,"N/A","Sip and Van Wagenen avenues ,  Jersey City ,  New Jersey","-74.0706819","40.7319888"
"172","July 7, 2015","Ohio","Cleveland","East 162nd Street and Miles Avenue",1,3,"N/A","East 162nd Street and Miles Avenue ,  Cleveland ,  Ohio","-81.5683702","41.441101"
"173","July 7, 2015","Maryland","Baltimore","900 block of West Fayette Street",3,1,"N/A","900 block of West Fayette Street ,  Baltimore ,  Maryland","-76.632362","39.290137"
"174","July 5, 2015","Louisiana","Shreveport","3500 block of Hearne Avenue",0,8,"N/A","3500 block of Hearne Avenue ,  Shreveport ,  Louisiana","-93.7804034","32.4801104"
"175","July 5, 2015","Indiana","Fort Wayne","1400 block of McCulloch Street",0,9,"N/A","1400 block of McCulloch Street ,  Fort Wayne ,  Indiana","-85.1179931","41.0731137"
"176","July 5, 2015","New Jersey","East Orange","200 block of S. Clinton St",1,3,"N/A","200 block of S. Clinton St ,  East Orange ,  New Jersey","-74.2204756","40.7585582"
"177","July 4, 2015","District of Columbia","Washington","2600 Douglas Place SE",1,3,"N/A","2600 Douglas Place SE ,  Washington ,  District of Columbia","-76.9886426","38.8563328"
"178","July 4, 2015","Kentucky","Louisville","2500 block of West Broadway",0,4,"N/A","2500 block of West Broadway ,  Louisville ,  Kentucky","-85.793653","38.2490319"
"179","July 4, 2015","Massachusetts","Pittsfield","Dewey Avenue",1,4,"N/A","Dewey Avenue ,  Pittsfield ,  Massachusetts","-73.260351","42.454233"
"180","July 4, 2015","New York","Syracuse","Bellevue and Rich Street",0,4,"N/A","Bellevue and Rich Street ,  Syracuse ,  New York","-76.1612452","43.0333763"
"181","July 4, 2015","Texas","San Antonio","1100 block of West Avenue",0,4,"N/A","1100 block of West Avenue ,  San Antonio ,  Texas","-98.5260119","29.4720014"
"182","July 2, 2015","Indiana","Indianapolis","Lynn and Michigan",1,3,"N/A","Lynn and Michigan ,  Indianapolis ,  Indiana","-86.1948215","39.7746909"
"183","June 29, 2015","Florida","Opa Locka","13450 NW 30th Ave",0,4,"N/A","13450 NW 30th Ave ,  Opa Locka ,  Florida","-80.248285","25.8965184"
"184","June 28, 2015","Michigan","Detroit","Gratiot and Loretto",0,5,"N/A","Gratiot and Loretto ,  Detroit ,  Michigan","-82.9902114","42.41602"
"185","June 28, 2015","Illinois","Venice","N/A",0,6,"N/A","N/A ,  Venice ,  Illinois","-90.169832","38.6722727"
"186","June 28, 2015","Delaware","Harrington","100 block of East St",0,6,"N/A","100 block of East St ,  Harrington ,  Delaware","-75.5748403","38.9210218"
"187","June 27, 2015","Massachusetts","Taunton","Weir Street",1,3,"N/A","Weir Street ,  Taunton ,  Massachusetts","-71.091005","41.894838"
"188","June 27, 2015","Michigan","Detroit","Stringham Court",0,4,"N/A","Stringham Court ,  Detroit ,  Michigan","NA","NA"
"189","June 24, 2015","New York","New York (Manhattan)","2110 Madison Ave",0,4,"N/A","2110 Madison Ave ,  New York (Manhattan) ,  New York","-73.9373054","40.8107475"
"190","June 22, 2015","Pennsylvania","Philadelphia","700 block of East Hilton Street",0,7,"N/A","700 block of East Hilton Street ,  Philadelphia ,  Pennsylvania","-75.1171496","39.9974786"
"191","June 21, 2015","Pennsylvania","Pittsburgh (Wilkinsburg)","Rebecca and East Swissvale Avenue",0,4,"N/A","Rebecca and East Swissvale Avenue ,  Pittsburgh (Wilkinsburg) ,  Pennsylvania","-79.8795557","40.4381915"
"192","June 21, 2015","Kentucky","Lexington","726 Georgetown St",1,4,"N/A","726 Georgetown St ,  Lexington ,  Kentucky","NA","NA"
"193","June 20, 2015","Michigan","Detroit","Dexter and Webb",1,11,"N/A","Dexter and Webb ,  Detroit ,  Michigan","NA","NA"
"194","June 20, 2015","North Carolina","Morven","N/A",0,4,"N/A","N/A ,  Morven ,  North Carolina","-80.0011724","34.8640437"
"195","June 20, 2015","Pennsylvania","Philadelphia","4100 block of Ogden Street",0,11,"N/A","4100 block of Ogden Street ,  Philadelphia ,  Pennsylvania","-75.2060563","39.9690163"
"196","June 19, 2015","Rhode Island","Woonsocket","80 River Street",0,4,"N/A","80 River Street ,  Woonsocket ,  Rhode Island","-71.5177038","42.0003849"
"197","June 17, 2015","South Carolina","Charleston","110 Calhoun Street",9,0,"N/A","110 Calhoun Street ,  Charleston ,  South Carolina","-79.933094","32.7875114"
"198","June 16, 2015","Florida","Miami Gardens","600 block of Northwest 177th Street",0,4,"N/A","600 block of Northwest 177th Street ,  Miami Gardens ,  Florida","-80.210829","25.9362994"
"199","June 15, 2015","New York","Brooklyn","673 Flatbush Avenue",0,4,"N/A","673 Flatbush Avenue ,  Brooklyn ,  New York","-73.9599419","40.6568345"
"200","June 14, 2015","New Jersey","Camden","2800 block of Mitchell Street",1,3,"N/A","2800 block of Mitchell Street ,  Camden ,  New Jersey","-75.0874308","39.9498745"
"201","June 14, 2015","Oklahoma","Tulsa","1800 block of North Kingston",0,4,"N/A","1800 block of North Kingston ,  Tulsa ,  Oklahoma","NA","NA"
"202","June 14, 2015","Missouri","Saint Louis","1400 block of North Market Street",0,4,"N/A","1400 block of North Market Street ,  Saint Louis ,  Missouri","NA","NA"
"203","June 13, 2015","Georgia","Fayetteville","600 block of Highway 279",1,4,"N/A","600 block of Highway 279 ,  Fayetteville ,  Georgia","NA","NA"
"204","June 13, 2015","Georgia","Milledgeville","451 North Flynn Street",1,3,"N/A","451 North Flynn Street ,  Milledgeville ,  Georgia","-83.244913","33.08375"
"205","June 13, 2015","New York","Bronx","2409 Creston Avenue",0,5,"N/A","2409 Creston Avenue ,  Bronx ,  New York","-73.8995102","40.8607256"
"206","June 13, 2015","Oklahoma","Oklahoma City","500 block of Se 69th St",0,4,"N/A","500 block of Se 69th St ,  Oklahoma City ,  Oklahoma","-97.5033769","35.3953844"
"207","June 13, 2015","Ohio","Columbus","1623 E. Hudson Street",4,1,"N/A","1623 E. Hudson Street ,  Columbus ,  Ohio","-82.9663909","40.0134323"
"208","June 12, 2015","Florida","Allapattah","24th Avenue and 36th Street",0,4,"N/A","24th Avenue and 36th Street ,  Allapattah ,  Florida","-80.2361427","25.8092123"
"209","June 11, 2015","Connecticut","Bridgeport","468 Trumbull Avenue",1,8,"N/A","468 Trumbull Avenue ,  Bridgeport ,  Connecticut","-73.1963711","41.2211684"
"210","June 11, 2015","Texas","Houston","3400 block of Burkett",1,3,"N/A","3400 block of Burkett ,  Houston ,  Texas","-95.3578326","29.7282104"
"211","June 10, 2015","California","Los Angeles","South Vermont Avenue and West 88th Street",1,3,"N/A","South Vermont Avenue and West 88th Street ,  Los Angeles ,  California","-118.2916382","33.9579315"
"212","June 9, 2015","Missouri","Saint Louis","North Market Street and North Spring Avenue",1,3,"N/A","North Market Street and North Spring Avenue ,  Saint Louis ,  Missouri","-90.2256286","38.6520436"
"213","June 7, 2015","Montana","Deer Lodge","Boulder Creek Road",5,0,"N/A","Boulder Creek Road ,  Deer Lodge ,  Montana","-113.23526","46.469515"
"214","June 6, 2015","New York","Buffalo","100 block of Warren Avenue",1,4,"N/A","100 block of Warren Avenue ,  Buffalo ,  New York","NA","NA"
"215","June 6, 2015","Illinois","Chicago","100 block of North Lorel Avenue",0,5,"N/A","100 block of North Lorel Avenue ,  Chicago ,  Illinois","-87.7587969","41.8823201"
"216","June 5, 2015","Iowa","Davenport","900 block of West 3rd St",0,5,"N/A","900 block of West 3rd St ,  Davenport ,  Iowa","-90.5859248","41.5223834"
"217","June 5, 2015","Louisiana","New Orleans","2100 block of Governor Nicholls Street",1,3,"N/A","2100 block of Governor Nicholls Street ,  New Orleans ,  Louisiana","-90.0734257","29.9704395"
"218","June 3, 2015","New York","Wyandanch","Davidson Street",3,1,"N/A","Davidson Street ,  Wyandanch ,  New York","-73.3621405","40.7403106"
"219","May 31, 2015","Ohio","Cleveland","16209 block of Laverne Avenue",3,1,"N/A","16209 block of Laverne Avenue ,  Cleveland ,  Ohio","-81.8116978","41.4367119"
"220","May 31, 2015","Maryland","Springdale","9222 Ardwick Ardmore Road",1,3,"N/A","9222 Ardwick Ardmore Road ,  Springdale ,  Maryland","-76.846653","38.937582"
"221","May 31, 2015","Connecticut","New Haven","849 Chapel Street",0,5,"N/A","849 Chapel Street ,  New Haven ,  Connecticut","-72.9250861","41.3059614"
"222","May 31, 2015","Georgia","Conyers","4669 Bell Road SE",3,2,"N/A","4669 Bell Road SE ,  Conyers ,  Georgia","-84.0155133","33.5641525"
"223","May 30, 2015","California","San Diego","4200 block of Market Street",0,4,"N/A","4200 block of Market Street ,  San Diego ,  California","NA","NA"
"224","May 28, 2015","Nebraska","Omaha","84th and Q",0,4,"N/A","84th and Q ,  Omaha ,  Nebraska","-96.0430723","41.2053054"
"225","May 28, 2015","Illinois","Chicago","6200 block of South Honore Street",0,5,"N/A","6200 block of South Honore Street ,  Chicago ,  Illinois","NA","NA"
"226","May 28, 2015","Pennsylvania","Chester","2700 block of West 3rd Street",1,3,"N/A","2700 block of West 3rd Street ,  Chester ,  Pennsylvania","-75.390168","39.832514"
"227","May 26, 2015","Louisiana","New Orleans","6700 block of Tara Lane",2,2,"N/A","6700 block of Tara Lane ,  New Orleans ,  Louisiana","-89.9845859","30.028931"
"228","May 25, 2015","Illinois","Decatur","1816 N Water",1,4,"N/A","1816 N Water ,  Decatur ,  Illinois","NA","NA"
"229","May 24, 2015","Massachusetts","Brockton","1002 Main St",0,5,"N/A","1002 Main St ,  Brockton ,  Massachusetts","-71.0160217","42.0655663"
"230","May 24, 2015","Michigan","Flint","W. 12th Street and Hammerberg Road.",0,7,"N/A","W. 12th Street and Hammerberg Road. ,  Flint ,  Michigan","-83.7045381","42.9943692"
"231","May 24, 2015","Alabama","Montgomery","Smiley Court",1,3,"N/A","Smiley Court ,  Montgomery ,  Alabama","-86.3489235","32.3357363"
"232","May 24, 2015","Missouri","Saint Louis","2700 block of Dayton",0,4,"N/A","2700 block of Dayton ,  Saint Louis ,  Missouri","-90.2151976","38.6421128"
"233","May 23, 2015","California","Fresno","2400 block of South 9th Street",2,2,"N/A","2400 block of South 9th Street ,  Fresno ,  California","-119.7585401","36.7141647"
"234","May 20, 2015","Maryland","Baltimore","800 block of Linwood Avenue",1,3,"N/A","800 block of Linwood Avenue ,  Baltimore ,  Maryland","-76.5756093","39.283227"
"235","May 18, 2015","Missouri","Kinloch","8000 block of School Way",0,4,"N/A","8000 block of School Way ,  Kinloch ,  Missouri","-90.319119","38.7449286"
"236","May 18, 2015","Florida","Miami","Northwest 75th Street and Northwest 16th Avenue",1,4,"N/A","Northwest 75th Street and Northwest 16th Avenue ,  Miami ,  Florida","NA","NA"
"237","May 17, 2015","Texas","Waco","4671 S Jack Kultgen Fwy",9,18,"N/A","4671 S Jack Kultgen Fwy ,  Waco ,  Texas","-97.1481481","31.4992"
"238","May 16, 2015","Wisconsin","Milwaukee","28th Street and Auer Avenue",0,5,"N/A","28th Street and Auer Avenue ,  Milwaukee ,  Wisconsin","NA","NA"
"239","May 16, 2015","New York","Rochester","188 Lewis Street",0,4,"N/A","188 Lewis Street ,  Rochester ,  New York","NA","NA"
"240","May 16, 2015","Maryland","Baltimore","1700 block of North Broadway",0,5,"N/A","1700 block of North Broadway ,  Baltimore ,  Maryland","-76.5953102","39.3097106"
"241","May 12, 2015","Maryland","Capitol Heights","Pard Road",1,4,"N/A","Pard Road ,  Capitol Heights ,  Maryland","-76.9261922","38.8706451"
"242","May 12, 2015","Arizona","Tucson","800 block of West Calle Medina Road",5,0,"N/A","800 block of West Calle Medina Road ,  Tucson ,  Arizona","NA","NA"
"243","May 10, 2015","Ohio","Cleveland","3600 block of Bosworth Rd",1,4,"N/A","3600 block of Bosworth Rd ,  Cleveland ,  Ohio","-81.7648763","41.4544132"
"244","May 10, 2015","New Jersey","Jersey City","Bostwick Avenue",0,4,"N/A","Bostwick Avenue ,  Jersey City ,  New Jersey","NA","NA"
"245","May 10, 2015","New Jersey","Newark","19th Avenue and South 16th Street",1,3,"N/A","19th Avenue and South 16th Street ,  Newark ,  New Jersey","-74.2099271","40.7313611"
"246","May 7, 2015","Ohio","Cincinnati","2300 block of Baltimore Avenue",0,4,"N/A","2300 block of Baltimore Avenue ,  Cincinnati ,  Ohio","-84.561468","39.149724"
"247","May 7, 2015","Michigan","Detroit","16000 block of Cathedral Street",0,4,"N/A","16000 block of Cathedral Street ,  Detroit ,  Michigan","NA","NA"
"248","May 4, 2015","New York","Buffalo","100 block of Roosevelt Avenue",1,3,"N/A","100 block of Roosevelt Avenue ,  Buffalo ,  New York","-78.8098434","42.9338527"
"249","May 3, 2015","Indiana","South Bend","1600 block of South William Street",0,4,"N/A","1600 block of South William Street ,  South Bend ,  Indiana","-86.2560369","41.6577919"
"250","May 3, 2015","Texas","Houston","San Jacinto at Elgin",0,6,"N/A","San Jacinto at Elgin ,  Houston ,  Texas","-95.3753177","29.7405966"
"251","May 3, 2015","New York","Bronx","University Avenue",0,4,"N/A","University Avenue ,  Bronx ,  New York","NA","NA"
"252","May 3, 2015","Ohio","Dayton","2801 Germantown Street",1,6,"N/A","2801 Germantown Street ,  Dayton ,  Ohio","NA","NA"
"253","May 3, 2015","Wisconsin","Menasha","Friendship Trail",4,1,"N/A","Friendship Trail ,  Menasha ,  Wisconsin","-88.4656061","44.2028551"
"254","May 1, 2015","Wisconsin","Milwaukee","3700 block of 37th Street",2,3,"N/A","3700 block of 37th Street ,  Milwaukee ,  Wisconsin","-87.959298","43.084513"
"255","April 27, 2015","New York","Brooklyn","1365 Flatbush Ave",2,4,"N/A","1365 Flatbush Ave ,  Brooklyn ,  New York","NA","NA"
"256","April 27, 2015","Arizona","Gila Bend","State Route 85",2,2,"N/A","State Route 85 ,  Gila Bend ,  Arizona","-112.7167161","32.9473514"
"257","April 25, 2015","New Jersey","Trenton","Wood Street",0,4,"N/A","Wood Street ,  Trenton ,  New Jersey","-74.7609727","40.2217733"
"258","April 25, 2015","New York","Gates","24 Hinchey Rd",1,6,"N/A","24 Hinchey Rd ,  Gates ,  New York","-77.6717106","43.13935"
"259","April 21, 2015","Texas","Killeen","420 Gilmer St.",2,3,"N/A","420 Gilmer St. ,  Killeen ,  Texas","NA","NA"
"260","April 19, 2015","Virginia","Richmond","200 block of West Hill Street",0,4,"N/A","200 block of West Hill Street ,  Richmond ,  Virginia","-77.4363426","37.5543823"
"261","April 18, 2015","Alabama","Montgomery","1800 block of Gibbs Court",0,5,"N/A","1800 block of Gibbs Court ,  Montgomery ,  Alabama","NA","NA"
"262","April 18, 2015","Pennsylvania","Williamsport","321 Pine St",0,5,"N/A","321 Pine St ,  Williamsport ,  Pennsylvania","-77.0033213","41.2406678"
"263","April 18, 2015","North Carolina","Lumberton","Martin Luther King Drive",1,3,"N/A","Martin Luther King Drive ,  Lumberton ,  North Carolina","-79.0341864","34.5992729"
"264","April 18, 2015","North Carolina","Charlotte","Bost Street",0,4,"N/A","Bost Street ,  Charlotte ,  North Carolina","-80.900344","35.2256181"
"265","April 18, 2015","New Jersey","Paterson","Rosa Parks Blvd and Godwin Ave",1,3,"N/A","Rosa Parks Blvd and Godwin Ave ,  Paterson ,  New Jersey","NA","NA"
"266","April 16, 2015","Arizona","Phoenix","4300 block of East Anderson Drive",5,0,"N/A","4300 block of East Anderson Drive ,  Phoenix ,  Arizona","NA","NA"
"267","April 7, 2015","Georgia","Rome","20 Copeland Street",1,3,"N/A","20 Copeland Street ,  Rome ,  Georgia","-85.1594607","34.2640612"
"268","April 5, 2015","Pennsylvania","Pittsburgh","Dinwiddie Street",1,3,"N/A","Dinwiddie Street ,  Pittsburgh ,  Pennsylvania","-79.9805726","40.441178"
"269","April 5, 2015","Kentucky","Louisville","40th and Grand Street",1,4,"N/A","40th and Grand Street ,  Louisville ,  Kentucky","-85.8185154","38.2429048"
"270","April 5, 2015","Indiana","Indianapolis","5000 block of Wildflower Court",0,5,"N/A","5000 block of Wildflower Court ,  Indianapolis ,  Indiana","-86.2457591","39.8588013"
"271","April 5, 2015","Michigan","Benton Harbor","1000 block of Blossom Lane",0,4,"N/A","1000 block of Blossom Lane ,  Benton Harbor ,  Michigan","-86.4336139","42.1155996"
"272","April 3, 2015","Florida","Daytona Beach","300 block of Henry Butts Drive",0,4,"N/A","300 block of Henry Butts Drive ,  Daytona Beach ,  Florida","NA","NA"
"273","April 2, 2015","Maryland","Baltimore","1900 block of West Lanvale Street",0,5,"N/A","1900 block of West Lanvale Street ,  Baltimore ,  Maryland","-76.647594","39.297752"
"274","March 27, 2015","Florida","Panama City Beach","5312 Thomas Drive",0,7,"N/A","5312 Thomas Drive ,  Panama City Beach ,  Florida","-85.755009","30.143422"
"275","March 26, 2015","Texas","Amarillo","3100 block of Redwood",0,4,"N/A","3100 block of Redwood ,  Amarillo ,  Texas","-101.8240903","35.2446997"
"276","March 24, 2015","Indiana","Indianapolis","3100 block of North Harding Street",4,0,"N/A","3100 block of North Harding Street ,  Indianapolis ,  Indiana","NA","NA"
"277","March 23, 2015","Tennessee","Clarksville","900 block of Carpenter Street",1,4,"N/A","900 block of Carpenter Street ,  Clarksville ,  Tennessee","-87.3487862","36.5367213"
"278","March 22, 2015","New Mexico","Albuquerque","10140 Lomas NE",1,6,"N/A","10140 Lomas NE ,  Albuquerque ,  New Mexico","-106.5348907","35.0873232"
"279","March 21, 2015","Florida","Tampa","1802 Seventh Ave",0,4,"N/A","1802 Seventh Ave ,  Tampa ,  Florida","-82.4390128","27.9604618"
"280","March 20, 2015","Texas","Lancaster","1500 block of Reynolds Street",1,5,"N/A","1500 block of Reynolds Street ,  Lancaster ,  Texas","-96.789246","32.6115841"
"281","March 18, 2015","New Jersey","Newark","200 block of Clinton Place",1,3,"N/A","200 block of Clinton Place ,  Newark ,  New Jersey","-74.2128912","40.715935"
"282","March 18, 2015","Arizona","Mesa","1504 West Main Street",1,5,"N/A","1504 West Main Street ,  Mesa ,  Arizona","-111.8634493","33.4152191"
"283","March 17, 2015","California","Stockton","748 N Madison St",3,4,"N/A","748 N Madison St ,  Stockton ,  California","-121.2954875","37.9598996"
"284","March 15, 2015","California","Compton","2700 block of West Alondra Boulevard",0,4,"N/A","2700 block of West Alondra Boulevard ,  Compton ,  California","NA","NA"
"285","March 14, 2015","Georgia","Atlanta","2900 block of Delmar Lane",0,5,"N/A","2900 block of Delmar Lane ,  Atlanta ,  Georgia","NA","NA"
"286","March 14, 2015","California","Coachella","84000 block of Bagdad Avenue",0,4,"N/A","84000 block of Bagdad Avenue ,  Coachella ,  California","-116.1880023","33.6745415"
"287","March 13, 2015","Mississippi","Brookhaven","1097 South First St.",2,3,"N/A","1097 South First St. ,  Brookhaven ,  Mississippi","-90.4454255","31.5592075"
"288","March 10, 2015","Georgia","Columbus","3023 Victory Drive",0,5,"N/A","3023 Victory Drive ,  Columbus ,  Georgia","NA","NA"
"289","March 9, 2015","Illinois","Chicago","200 block of West 105th",1,3,"N/A","200 block of West 105th ,  Chicago ,  Illinois","NA","NA"
"290","March 8, 2015","South Carolina","Seneca","Wells Highway",1,3,"N/A","Wells Highway ,  Seneca ,  South Carolina","-82.9269031","34.664203"
"291","March 7, 2015","Missouri","Saint Louis","3140 Olive St",0,4,"N/A","3140 Olive St ,  Saint Louis ,  Missouri","-90.2253536","38.6353092"
"292","March 4, 2015","California","San Bernardino","190 block of West Club Center Drive",2,5,"N/A","190 block of West Club Center Drive ,  San Bernardino ,  California","-117.2864741","34.0604685"
"293","March 1, 2015","Florida","Orange County","4900 block of Steyr Street",0,4,"N/A","4900 block of Steyr Street ,  Orange County ,  Florida","NA","NA"
"294","March 1, 2015","Michigan","Detroit","9855 Chalmers St",1,5,"N/A","9855 Chalmers St ,  Detroit ,  Michigan","NA","NA"
"295","February 28, 2015","Maryland","Baltimore","4300 block of Welbourne Road",1,3,"N/A","4300 block of Welbourne Road ,  Baltimore ,  Maryland","-76.58795","39.3434499"
"296","February 26, 2015","Missouri","Tyrone","18279 Highway H",8,1,"N/A","18279 Highway H ,  Tyrone ,  Missouri","-91.8723152","37.2004904"
"297","February 25, 2015","Texas","Houston","5022 Mallow St",3,1,"N/A","5022 Mallow St ,  Houston ,  Texas","-95.3476941","29.6594651"
"298","February 23, 2015","Florida","Daytona Beach","Sheridan Road",0,4,"N/A","Sheridan Road ,  Daytona Beach ,  Florida","-81.0456287","29.2084684"
"299","February 22, 2015","Texas","Killeen","1706 Godman St.",4,1,"N/A","1706 Godman St. ,  Killeen ,  Texas","NA","NA"
"300","February 22, 2015","Georgia","Clarkesville","281 Lower Pond Court",3,2,"N/A","281 Lower Pond Court ,  Clarkesville ,  Georgia","NA","NA"
"301","February 22, 2015","South Carolina","Charleston","4224 Dorchester Road",0,4,"N/A","4224 Dorchester Road ,  Charleston ,  South Carolina","-80.0054196","32.8541609"
"302","February 20, 2015","California","Sacramento","1417 R Street",0,4,"N/A","1417 R Street ,  Sacramento ,  California","NA","NA"
"303","February 17, 2015","Arkansas","Little Rock","7900 Scott Hamilton",1,3,"N/A","7900 Scott Hamilton ,  Little Rock ,  Arkansas","-92.3203455","34.6774208"
"304","February 15, 2015","California","Long Beach","200 block of W. 14th Street",0,5,"N/A","200 block of W. 14th Street ,  Long Beach ,  California","-118.1937466","33.7837108"
"305","February 9, 2015","Florida","New Port Richey","9552 Adler Street",3,1,"N/A","9552 Adler Street ,  New Port Richey ,  Florida","-82.617077","28.296372"
"306","February 8, 2015","Tennessee","Friendship","251 Dupree Rd",0,6,"N/A","251 Dupree Rd ,  Friendship ,  Tennessee","-89.2348485","35.8471024"
"307","February 7, 2015","Georgia","Douglasville","3640 Willow Tree Circle",5,2,"N/A","3640 Willow Tree Circle ,  Douglasville ,  Georgia","-84.6689369","33.7140398"
"308","February 6, 2015","Oklahoma","Tulsa","1219 N. Sheridan Road",1,4,"N/A","1219 N. Sheridan Road ,  Tulsa ,  Oklahoma","-95.9040769","36.1720775"
"309","February 5, 2015","Ohio","Beachwood (Warrensville Heights)","Harvard Road",3,3,"N/A","Harvard Road ,  Beachwood (Warrensville Heights) ,  Ohio","-81.4960659","41.4496741"
"310","February 1, 2015","New York","Syracuse","1217 West Fayette Street",0,6,"N/A","1217 West Fayette Street ,  Syracuse ,  New York","-76.176561","43.0469571"
"311","February 1, 2015","New York","New York (Manhattan)","3345 Broadway",1,4,"N/A","3345 Broadway ,  New York (Manhattan) ,  New York","NA","NA"
"312","January 31, 2015","Georgia","Lagrange","100 block of Woodstream Trail",4,0,"N/A","100 block of Woodstream Trail ,  Lagrange ,  Georgia","-85.1441957","32.9781657"
"313","January 28, 2015","Georgia","Dekalb County","1600 block of Panola Road",1,3,"N/A","1600 block of Panola Road ,  Dekalb County ,  Georgia","-84.1656869","33.7447396"
"314","January 26, 2015","California","Stockton","1500 block of E. 9th Street",1,3,"N/A","1500 block of E. 9th Street ,  Stockton ,  California","-121.2654104","37.9307095"
"315","January 24, 2015","New York","Arverne (Queens)","231-11 148th Avenue",4,1,"N/A","231-11 148th Avenue ,  Arverne (Queens) ,  New York","NA","NA"
"316","January 24, 2015","Nebraska","Omaha","3402 Parker St",3,5,"N/A","3402 Parker St ,  Omaha ,  Nebraska","-95.9632364","41.2766784"
"317","January 23, 2015","Massachusetts","Boston","954 Parker Street",0,6,"N/A","954 Parker Street ,  Boston ,  Massachusetts","-71.1010087","42.3243929"
"318","January 20, 2015","Tennessee","Clarksville","321 Lansinger Lane",1,3,"N/A","321 Lansinger Lane ,  Clarksville ,  Tennessee","-87.4190863","36.6135567"
"319","January 19, 2015","Texas","San Antonio","1000 block of Gibbs St.",2,5,"N/A","1000 block of Gibbs St. ,  San Antonio ,  Texas","NA","NA"
"320","January 13, 2015","Illinois","Rockford","700 block of Oakley Avenue",2,2,"N/A","700 block of Oakley Avenue ,  Rockford ,  Illinois","NA","NA"
"321","January 13, 2015","Virginia","Portsmouth","4100 block of Portsmouth Boulevard",0,5,"N/A","4100 block of Portsmouth Boulevard ,  Portsmouth ,  Virginia","NA","NA"
"322","January 11, 2015","North Carolina","Hope Mills","1900 block of Gumberry Road",2,5,"N/A","1900 block of Gumberry Road ,  Hope Mills ,  North Carolina","NA","NA"
"323","January 11, 2015","Florida","Lakeland","7665 Chase Road",1,3,"N/A","7665 Chase Road ,  Lakeland ,  Florida","-81.9814559","28.1393181"
"324","January 11, 2015","California","San Jose","3840 Monterey Hwy",0,5,"N/A","3840 Monterey Hwy ,  San Jose ,  California","-121.8391612","37.2826088"
"325","January 10, 2015","Kansas","Wichita","4859 E Harry Street",2,2,"N/A","4859 E Harry Street ,  Wichita ,  Kansas","NA","NA"
"326","January 9, 2015","California","San Francisco","Laguna and Page streets",4,0,"N/A","Laguna and Page streets ,  San Francisco ,  California","NA","NA"
"327","January 8, 2015","Massachusetts","Boston","104 Harrishof Street",1,3,"N/A","104 Harrishof Street ,  Boston ,  Massachusetts","-71.0887518","42.3166637"
"328","January 7, 2015","Tennessee","Chattanooga","773 West Main Street",1,3,"N/A","773 West Main Street ,  Chattanooga ,  Tennessee","-85.318622","35.0403524"
"329","January 6, 2015","Florida","Miami","1300 block of NW 62nd Street",1,3,"N/A","1300 block of NW 62nd Street ,  Miami ,  Florida","NA","NA"
"330","January 4, 2015","Virginia","Roanoke","3634 Shenandoah Ave NW",2,4,"N/A","3634 Shenandoah Ave NW ,  Roanoke ,  Virginia","NA","NA"
"331","January 4, 2015","Texas","Dallas","2000 block of Ben Hur St.",3,1,"N/A","2000 block of Ben Hur St. ,  Dallas ,  Texas","-96.6110675","32.6798829"
"332","January 2, 2015","Georgia","Savannah","500 block of W. 54th Street",1,4,"N/A","500 block of W. 54th Street ,  Savannah ,  Georgia","-81.109202","32.0454602"
"333","January 1, 2015","Tennessee","Memphis","Interstate 240 and Poplar Avenue",0,5,"N/A","Interstate 240 and Poplar Avenue ,  Memphis ,  Tennessee","-89.8698863","35.1025008"
